"topic","label","docid","text","probability"
4,"topic4","6610","holidaygoers urged to take regular breaks when",0.102871279702701
1,"topic1","6611","crean sorry over lack of airport consultation",0.102310442797502
10,"topic10","6612","tougher water restrictions take effect around act",0.104485274313301
7,"topic7","6613","search fails to find missing woman",0.101940887442018
4,"topic4","6614","two years to restore power to iraq minister",0.101816936923165
7,"topic7","6615","ruddock admits its his voice on tape",0.101799464373147
9,"topic9","6616","fiji plans pacifics largest building project",0.103699552963025
10,"topic10","6617","police find two cars packed with bombs in iraqi",0.103367551698184
9,"topic9","6618","alston opens new abc radio station",0.102669936957738
2,"topic2","6619","blues lose unbeaten record to injury hit otago",0.102956643121232
10,"topic10","662","bombs rain down on baghdad airport",0.101468428880781
10,"topic10","6620","call for longer tourism season",0.102432803105959
2,"topic2","6621","council considers clubs high water use",0.101528734957924
5,"topic5","6622","police put case for remanding driver in custody",0.102818885011349
1,"topic1","6623","at least 14 die as bus tumbles into greece river",0.102396277883184
8,"topic8","6624","killings death threats haunt colombian elections",0.103191393655422
8,"topic8","6625","residents set to air refugee concerns",0.102369947083737
6,"topic6","6626","property portfolio expected to attract strong",0.102849835487378
4,"topic4","6627","anger in baghdad after explosion",0.101332635842255
5,"topic5","6628","palestinians israelis try to salvage peace plan",0.102106749778637
7,"topic7","6629","harradine welcomes detained childrens release",0.101833870234173
2,"topic2","663","uncompromising inter seek to dispel death tag",0.103137395468185
5,"topic5","6630","weapons inspectors pull out of iraq",0.10160563637163
5,"topic5","6631","police review search for missing father son",0.102530145020872
8,"topic8","6632","israeli troops kill armed palestinian military",0.10390558954697
5,"topic5","6633","macdougall signs new contract",0.101836826379545
5,"topic5","6634","charges dropped in fatal road accident case",0.101407401689008
5,"topic5","6635","gm opponents take to streets",0.101238532512783
3,"topic3","6636","american airlines ceo resigns after posting",0.10652160452698
3,"topic3","6637","tough conditions considered for geraldton port",0.103249472663174
5,"topic5","6638","pakistani baby on her way home",0.101184167857453
5,"topic5","6639","shootout hands milan sixth european crown",0.102430846405001
8,"topic8","664","gallop pulls roberts into line over curfew comments",0.103353417326473
7,"topic7","6640","vegie growers discuss moth control",0.102543115210109
2,"topic2","6641","new group working to expand port",0.101463017947661
6,"topic6","6642","chinese factory blast kills 29",0.103597051639328
6,"topic6","6643","post country music muster clean up begins",0.102807049400715
9,"topic9","6644","alp jumps on medicare polling",0.102074069149664
5,"topic5","6645","argentina paves way for dirty war trials",0.108473017402449
9,"topic9","6646","washington overcomes tragedy to win us nationals",0.103421883182898
6,"topic6","6647","rumsfeld lands in iraq amid tight security",0.104442374048302
3,"topic3","6648","profit warnings take toll on wall st",0.103734108135452
3,"topic3","6649","st kilda six to return from injury",0.104564450849544
3,"topic3","665","public urged to minimise dengue risk",0.102319699166254
1,"topic1","6650","fergie defends dropped barthez",0.103173903879448
1,"topic1","6651","harrigan awarded nrl decider",0.104364211869001
6,"topic6","6652","iraq ramps up oil production",0.10089252777099
3,"topic3","6653","bangladesh struggling for runs in darwin",0.102211925817515
6,"topic6","6654","man granted bail over alleged police assault",0.101669563695149
7,"topic7","6655","around 94 set for us masters organisers",0.101992865968656
4,"topic4","6656","act scientists working to contain wheat virus",0.100976397738004
3,"topic3","6657","new army reserve response force to be launched",0.10272322736049
7,"topic7","6658","rail crash probe hears airborne evidence",0.101219259882642
5,"topic5","6659","new constitution aims to streamline european union",0.10179915625194
1,"topic1","666","federal govt funds feral control scheme",0.103346935684044
5,"topic5","6660","westpac drops bid to buy nz bank",0.104049131076559
4,"topic4","6661","aboriginal health service notches 15 years",0.101046723601434
3,"topic3","6662","man killed in jail was multiple murderer",0.101479348997098
7,"topic7","6663","israeli warplane targets militants home",0.102160839351402
8,"topic8","6664","agforce concern about rail jobs",0.102184982423322
10,"topic10","6665","adelaide police arrest alleged murder suspect",0.102436594487698
9,"topic9","6666","nasa engineers foretold shuttle disaster",0.108381145032618
6,"topic6","6667","iraq unrest guts livestock exports",0.10195081147568
1,"topic1","6668","libya accuses france of blackmail over lockerbie",0.1021897766435
2,"topic2","6669","family suffers critical burns when fridge explodes",0.101972679807282
6,"topic6","667","albany resident calls for calm overhaul",0.102158295096682
2,"topic2","6670","man to face court over cabbie attack",0.101682093018069
4,"topic4","6671","hough hits dairy deregulation",0.101450893118475
1,"topic1","6672","forestry weighbridge workers return to work",0.101719617814896
3,"topic3","6673","us used uranium link despite dubious report",0.104371560996934
10,"topic10","6674","capitalists annual pilgrimage to buffet sermon",0.117429189131018
1,"topic1","6675","big wheat year expected for aust study",0.101871282664116
4,"topic4","6676","award recognises top cops efforts",0.101434553924853
8,"topic8","6677","woman killed in gold coast high rise blaze",0.102536064787416
6,"topic6","6678","robinson quits atsic post",0.101527970847173
7,"topic7","6679","crows re sign goodwin",0.101965681585136
3,"topic3","668","govt has no data to back up duck shooting decision",0.102247511119225
3,"topic3","6680","former matildas captain in positive dope test",0.102503903192432
6,"topic6","6681","karlovic downs another aussie in second round",0.10071016010005
3,"topic3","6682","nsw moves to allow mobile towers in national parks",0.101488580306865
8,"topic8","6683","banks fail to boost all ords",0.101672852242418
4,"topic4","6684","howard beattie brawl over g g report",0.100941631786919
2,"topic2","6685","wa councils hot under the collar over dog act",0.104148201909635
8,"topic8","6686","residents frustrated as anarchy reigns in baghdad",0.103020205746232
10,"topic10","6687","indy tipped to attract record crowd",0.102858268422415
5,"topic5","6688","blues whitewash wont hurt origin gould",0.105971972346394
8,"topic8","6689","us troops killed in battle for baghdad airport",0.101422642137179
8,"topic8","669","academics warn of sudden halt of medication",0.112304891881186
9,"topic9","6690","melbourne records coldest morning this year",0.103474675906861
5,"topic5","6691","latham softens stance towards beazleys roosters",0.103890024923843
7,"topic7","6692","panthers carving up tigers",0.101607694050915
7,"topic7","6693","powell refuses to negotiate with arafat but",0.101730570663954
6,"topic6","6694","fijians challenge mercenary recruitment for iraq",0.105003859889832
1,"topic1","6695","celtic and porto reach uefa final",0.10250049259382
1,"topic1","6696","henin hardenne untroubled in germany",0.102026527915475
5,"topic5","6697","mystery pneumonia claims five lives in hong kong",0.101877752034651
5,"topic5","6698","man to face court over water use",0.101397818673633
4,"topic4","6699","australia beats britain to world rowing title",0.104092496834394
1,"topic1","67","wa compo scheme to change",0.102254075685625
1,"topic1","670","greens unveil political funding bill",0.10216182719913
5,"topic5","6700","figures highlight housing boom",0.102586195630984
5,"topic5","6701","criticism prompts shake up in us leadership in iraq",0.101917563152684
1,"topic1","6702","tas govt seeks hobart auckland flights",0.101211229817872
3,"topic3","6703","police conference considers cyber crime prevention",0.104826237007974
6,"topic6","6704","council deficit studied",0.10106909134906
10,"topic10","6705","call for security at tas airports to be upgraded",0.102698671006897
6,"topic6","6706","patients suffer under health bureaucracy",0.102398720150919
8,"topic8","6707","okon answered his critics farina",0.1031522519728
8,"topic8","6708","roos to confront carey",0.101815505975679
8,"topic8","6709","telstra says 10 more sa jobs to go",0.102281242727718
5,"topic5","671","wallabies to stick with experimental team",0.102232515092506
3,"topic3","6710","wellington backing lomu return report",0.102047131115556
7,"topic7","6711","kanimbla working to clear strategic waterway",0.101503814747373
1,"topic1","6712","mugabe criticises us and british big brothers",0.101329987511482
1,"topic1","6713","council approves subdivision",0.101986627956474
5,"topic5","6714","europe moves to plug scientific brain drain",0.103593710492801
7,"topic7","6715","govt trying to hook more carp catchers",0.105887964451307
7,"topic7","6716","kite surfer killed after hitting powerlines",0.110234082201231
7,"topic7","6717","australian faces 20 years in jail for drug",0.101445960685041
9,"topic9","6718","fuel reduction burning sparks anger",0.101493406615062
9,"topic9","6719","new gm cotton to be available for planting this",0.102614316953653
7,"topic7","672","lottery winners to face collection deadline",0.102927927124435
6,"topic6","6720","tas aboriginal centre calls for libs to scrap",0.104242764697109
8,"topic8","6721","16 killed in surge of violence in indian kashmir",0.102279341915612
1,"topic1","6722","chefs offered accreditation with top catering",0.104765303017789
10,"topic10","6723","masked men ransack networks ramallah offices",0.103338103024269
9,"topic9","6724","harbhajan puts off surgery after physio works",0.102836813488044
3,"topic3","6725","indigenous help program to be expanded",0.10178217215348
1,"topic1","6726","french hitchcock jacques deray dies aged 74",0.104558406611199
8,"topic8","6727","canadas comeback king out after tragic injury blow",0.101599731555066
10,"topic10","6728","police charge port hedland pair with wilful murder",0.103263363958981
5,"topic5","6729","elka eyes treble travis on teenage rampage",0.104682822012583
4,"topic4","673","us releases some seized turkish troops",0.102427479321191
1,"topic1","6730","dubbo plans new indigenous job scheme",0.102861393851149
6,"topic6","6731","ballarat teenagers turn up unharmed",0.1024347065576
4,"topic4","6732","us explorer fails in pacific reed boat bid",0.105587415761744
3,"topic3","6733","mexican killings linked to organ supply racket",0.105973791303996
